account.NUM_UNIQUE(transaction.trans_operation);loan_status;account.SKEW(transaction.trans_day);account.MEAN(transaction.trans_day);account.MODE(disp.type) = OWNER;account.COUNT(disp);account.MODE(disp.type) = DISPONENT;account.NUM_UNIQUE(disp.type);account.SUM(transaction.trans_amount);account.MAX(transaction.trans_day)
5;;0.6839763946555972;15.02061855670103;False;2;True;2;25659.700000000004;31.0
4;;0.5882334588409436;13.692307692307692;True;1;False;1;12653.000000000004;31.0
4;;-0.1196186058034814;17.755102040816325;True;1;False;1;82971.4;31.0
3;;-0.28552393028941964;18.677419354838708;True;1;False;1;77813.9;31.0
5;;0.5640012942226695;14.277777777777779;True;1;False;1;54045.6;31.0
4;;0.0014422293425793442;18.896551724137932;True;1;False;1;34575.299999999996;31.0
4;;-0.2602802138335631;20.0;True;1;False;1;29942.699999999997;31.0
4;;-0.18176269675210807;20.41269841269841;True;1;False;1;1580.4000000000037;31.0
4;;-0.40268126511985286;21.823529411764707;False;2;True;2;44808.3;31.0
4;;-0.756939535441029;21.634920634920636;False;2;True;2;57212.2;31.0
4;;0.9237181084138127;13.318181818181818;True;1;False;1;37716.700000000004;31.0
3;;-0.2772530273310795;19.120689655172413;False;2;True;2;46181.9;31.0
4;;-0.34797790144243307;19.333333333333332;True;1;False;1;58492.500000000015;31.0
5;;0.46550663901279393;16.15686274509804;True;1;False;1;51738.69999999998;31.0
3;;0.11058919920096943;18.754901960784313;True;1;False;1;60775.7;31.0
4;;0.18996855667392012;16.417142857142856;False;2;True;2;97149.19999999998;31.0
3;;-0.10129836938347421;19.55223880597015;False;2;True;2;43737.3;31.0
4;;-0.6696137820074233;20.571428571428573;True;1;False;1;102188.4;31.0
3;;-0.5914901195635982;20.425;True;1;False;1;83661.70000000001;31.0
4;;0.934348384557462;16.135135135135137;True;1;False;1;25880.1;31.0
3;;-0.07818321415190188;19.77777777777778;True;1;False;1;17171.800000000007;31.0
5;;0.008249168487454071;18.727272727272727;True;1;False;1;7083.399999999998;31.0
5;;-0.2693439196690282;20.61111111111111;False;2;True;2;59862.799999999996;31.0
4;;0.5280449549513004;15.036144578313253;True;1;False;1;9680.400000000005;31.0
5;;1.2110450325392634;13.204081632653061;True;1;False;1;47248.69999999999;31.0
3;;-0.03198315569456762;17.866666666666667;True;1;False;1;54909.2;31.0
5;;0.23757295743291992;17.338028169014084;True;1;False;1;33177.5;31.0
3;;-0.31420728286025346;19.2015503875969;True;1;False;1;47113.50000000001;31.0
1;;;29.0;True;1;False;1;10100.0;30.0
4;;0.37346262672311276;17.57894736842105;True;1;False;1;59544.700000000004;31.0
4;;-0.15622348440570832;20.74576271186441;True;1;False;1;46478.50000000001;31.0
4;;0.3620247682256325;17.593023255813954;False;2;True;2;31236.7;31.0
3;;0.3690291502171275;16.384615384615383;True;1;False;1;38391.9;31.0
4;;-0.06625254467217331;19.690721649484537;True;1;False;1;99815.70000000001;31.0
3;;0.013585790334637488;15.608695652173912;False;2;True;2;57698.4;31.0
4;;-0.3942195161835116;21.4375;False;2;True;2;31693.000000000004;31.0
5;;0.001126846337563864;20.17391304347826;False;2;True;2;17205.800000000003;31.0
4;;0.21888168894061721;17.25242718446602;True;1;False;1;37069.3;31.0
4;;-0.15812024757639762;18.509615384615383;True;1;False;1;46489.1;31.0
5;;0.42521033563715005;16.29787234042553;True;1;False;1;41182.3;31.0
3;;-0.3532046247575333;19.344827586206897;True;1;False;1;64529.799999999996;31.0
4;;0.3817903296185843;16.1864406779661;False;2;True;2;40516.299999999996;31.0
6;;0.7366275825771824;13.852631578947369;True;1;False;1;73926.20000000001;31.0
4;;0.04201166579702228;17.795620437956206;True;1;False;1;16038.8;31.0
4;;-0.42748877230725385;20.46875;True;1;False;1;-1571.3999999999949;31.0
4;;0.7665451984919474;13.618055555555555;True;1;False;1;32199.60000000001;31.0
4;;0.169468826675096;17.256410256410255;False;2;True;2;32564.799999999996;31.0
5;;0.12765391250578725;17.576576576576578;True;1;False;1;27633.300000000007;31.0
4;;0.13233012075985973;16.736363636363638;True;1;False;1;59256.5;31.0
5;;0.5464179465485602;15.35135135135135;False;2;True;2;33802.0;31.0
4;;0.8199673799755579;15.928571428571429;True;1;False;1;67058.7;31.0
4;;0.16536485324626415;17.367346938775512;True;1;False;1;42762.1;31.0
4;;-0.28829436172789347;17.876543209876544;True;1;False;1;60956.7;31.0
4;;-0.4880178912678078;21.176470588235293;True;1;False;1;31814.7;31.0
4;;-0.4949442392833431;20.764705882352942;True;1;False;1;31228.0;31.0
4;;0.4061022591447113;16.352941176470587;True;1;False;1;16431.1;31.0
4;;0.2500156326685866;17.53409090909091;True;1;False;1;41532.3;31.0
5;;0.09606100791748053;17.626666666666665;True;1;False;1;15016.5;31.0
4;;0.49179092504838046;17.022222222222222;True;1;False;1;54561.40000000001;31.0
4;;-0.42425639302000856;20.098765432098766;False;2;True;2;20146.199999999997;31.0
4;;0.15766592136126978;18.32051282051282;True;1;False;1;51785.0;31.0
3;;-0.7933301540087843;22.273684210526316;True;1;False;1;28819.199999999997;31.0
5;;0.6348400052589109;14.80952380952381;False;2;True;2;19087.4;31.0
4;;-0.0026520524471765434;19.433333333333334;True;1;False;1;31082.1;31.0
3;;-0.9274294718710491;21.17391304347826;True;1;False;1;89410.8;31.0
3;;-1.4076098523089733;25.046511627906977;True;1;False;1;25894.500000000004;31.0
4;;0.437100072016523;17.821428571428573;True;1;False;1;55539.799999999996;31.0
3;;-0.15219479886313486;21.5;True;1;False;1;48323.8;31.0
4;;-0.04637523177517426;18.235294117647058;False;2;True;2;86514.1;31.0
3;;-0.02997558161370243;17.46153846153846;True;1;False;1;46296.70000000001;31.0
4;;-0.28647049231784066;19.548387096774192;True;1;False;1;78769.9;31.0
3;;-0.6474604175608343;21.244444444444444;True;1;False;1;92401.80000000002;31.0
4;;-0.5086707612122472;21.567164179104477;True;1;False;1;23811.29999999999;31.0
3;;-0.5663893644318786;20.49264705882353;True;1;False;1;52289.29999999999;31.0
5;;0.7314310565814004;13.663157894736843;True;1;False;1;39078.6;31.0
4;;0.06526712615414437;18.974683544303797;True;1;False;1;29183.9;31.0
3;;-0.366872272724467;20.267441860465116;True;1;False;1;27383.399999999994;31.0
5;;0.4778843211595863;15.654205607476635;False;2;True;2;17745.100000000013;31.0
5;;0.38966509647099806;17.5609756097561;True;1;False;1;36292.8;31.0
4;;-0.4267400362299426;20.866666666666667;True;1;False;1;43883.1;31.0
5;;0.015356944793692335;18.124137931034483;True;1;False;1;64035.9;31.0
3;;0.20849792562888386;16.75;True;1;False;1;76986.0;31.0
4;;-0.5685021539185233;21.528089887640448;True;1;False;1;51718.3;31.0
4;;0.3043372881353873;17.25;True;1;False;1;49277.30000000001;31.0
4;;0.16406982113228372;16.30952380952381;True;1;False;1;61125.6;31.0
4;;0.09811261362239551;18.98095238095238;True;1;False;1;30003.899999999998;31.0
4;;0.3604445487083517;15.724409448818898;True;1;False;1;21055.19999999999;31.0
4;;0.5001126978724669;16.07207207207207;True;1;False;1;30859.6;31.0
3;;-0.38565395968203786;19.397260273972602;False;2;True;2;36642.5;31.0
5;;0.3330878468922764;16.292397660818715;True;1;False;1;57715.79999999999;31.0
3;;1.061540483913623;16.5;True;1;False;1;37647.8;31.0
5;;-0.1439189852574315;20.253012048192772;True;1;False;1;32352.9;31.0
5;;0.5820660209795906;15.673076923076923;True;1;False;1;62119.799999999996;31.0
5;;0.44407900477266815;17.07547169811321;True;1;False;1;83039.2;31.0
3;;-0.6320444136723712;20.529850746268657;False;2;True;2;64284.399999999994;31.0
5;;0.3410977782653395;17.36;True;1;False;1;27560.500000000004;31.0
3;;0.09894317110172621;17.0;True;1;False;1;19163.600000000006;31.0
4;;0.45387897903056773;15.909090909090908;True;1;False;1;39052.6;31.0
4;;-0.1799853921314625;18.78494623655914;True;1;False;1;33870.0;31.0
4;;0.04830450004381546;18.17241379310345;True;1;False;1;6360.899999999999;31.0
4;;1.1194430918246996;14.545454545454545;False;2;True;2;77123.8;31.0
3;;-0.20922475750867084;18.986842105263158;True;1;False;1;71516.79999999999;31.0
3;;-0.21401196933849112;18.470149253731343;True;1;False;1;67742.8;31.0
5;;0.8690962558777992;14.5;False;2;True;2;54562.2;31.0
4;;0.7544982488986299;13.166666666666666;True;1;False;1;51081.3;31.0
3;;-1.304277618464395;24.16949152542373;True;1;False;1;10414.900000000001;31.0
3;;-0.19729136368883754;18.53012048192771;True;1;False;1;19978.399999999994;31.0
4;;0.5988022134230647;14.177777777777777;True;1;False;1;69188.9;31.0
4;;0.23399738562976538;16.396341463414632;True;1;False;1;31621.900000000005;31.0
4;;0.5970963475855724;15.86111111111111;False;2;True;2;43435.5;31.0
4;;0.3032279239464819;16.097560975609756;True;1;False;1;27846.699999999997;31.0
4;;-0.3897142792462902;19.820143884892087;True;1;False;1;55023.8;31.0
4;;0.5794770679116955;15.178082191780822;False;2;True;2;76389.1;31.0
3;;-0.3182375607076139;19.8;True;1;False;1;57767.4;31.0
4;;0.7321215337118693;14.74869109947644;True;1;False;1;32928.40000000001;31.0
4;;0.07096288580144741;17.313253012048193;True;1;False;1;55447.200000000004;31.0
4;;0.25418157423492876;17.473684210526315;False;2;True;2;74816.1;31.0
4;;-0.7895603120973173;21.0625;True;1;False;1;20750.199999999997;31.0
4;;0.42889491253914935;18.08641975308642;True;1;False;1;26686.9;31.0
4;;0.9666205088341489;13.574626865671641;True;1;False;1;89121.6;31.0
5;;0.572188760549272;15.901785714285714;False;2;True;2;95234.5;31.0
4;;0.25570532891771747;17.058333333333334;True;1;False;1;24270.5;31.0
3;;-0.17119093233707436;18.371134020618555;True;1;False;1;14841.000000000011;31.0
4;;0.7510074999186803;14.69767441860465;True;1;False;1;17274.4;31.0
4;;-0.43782469624108833;20.115384615384617;True;1;False;1;51095.3;31.0
4;;-0.8962845566133649;22.903225806451612;True;1;False;1;38069.8;31.0
3;;-0.32145196970436457;19.75581395348837;True;1;False;1;19981.4;31.0
4;;0.18070398802569743;16.951807228915662;True;1;False;1;20059.800000000003;31.0
4;;-0.6189022250860752;21.907692307692308;True;1;False;1;53621.59999999999;31.0
3;;-0.5271798323458262;20.25;True;1;False;1;11562.900000000009;31.0
4;;0.8489290080503409;14.121621621621621;True;1;False;1;21118.5;31.0
5;;0.7721286088342844;13.538461538461538;True;1;False;1;42694.1;31.0
4;;-0.19364197090968147;20.875;True;1;False;1;43635.200000000004;31.0
3;;0.26161541368914487;17.128205128205128;True;1;False;1;10763.9;31.0
4;;0.0634658757699039;19.352941176470587;False;2;True;2;41655.99999999999;31.0
4;;0.14665827759857286;18.22222222222222;True;1;False;1;16473.899999999998;31.0
4;;-0.20490200184487126;18.203389830508474;True;1;False;1;51898.99999999999;31.0
4;;-0.6517725702597605;19.5;True;1;False;1;67420.5;31.0
5;;0.16350182847131872;18.041322314049587;False;2;True;2;19986.599999999995;31.0
4;;0.1888723538569163;16.961038961038962;False;2;True;2;42152.30000000001;31.0
4;;0.3796546439459334;17.642105263157895;True;1;False;1;77333.7;31.0
4;;-0.5728018796303354;20.266666666666666;True;1;False;1;49599.2;31.0
4;;0.06456950966774026;19.411290322580644;True;1;False;1;25977.4;31.0
4;;0.25103705393034564;16.34351145038168;False;2;True;2;13932.299999999996;31.0
5;;0.04256407987763976;16.968992248062015;False;2;True;2;52566.5;31.0
4;;0.405077109773255;18.896103896103895;False;2;True;2;29900.299999999996;31.0
5;;0.9274887504373239;13.497076023391813;False;2;True;2;36423.399999999994;31.0
4;;0.155440189031358;19.085106382978722;False;2;True;2;23652.6;31.0
4;;0.42219121590273634;14.871212121212121;True;1;False;1;23454.5;31.0
4;;0.46388540943375633;15.162790697674419;True;1;False;1;76442.5;31.0
4;;0.7547448610495058;14.0;True;1;False;1;39312.3;31.0
4;;0.19788270376755612;18.233644859813083;True;1;False;1;72915.29999999999;31.0
3;;-0.5310684386032838;20.335616438356166;True;1;False;1;95642.9;31.0
5;;-0.22083951509186328;19.669642857142858;True;1;False;1;27867.299999999996;31.0
5;;0.31299407212460323;16.419642857142858;False;2;True;2;45924.2;31.0
4;;0.8591119139474245;13.345864661654135;True;1;False;1;29714.0;31.0
3;;-0.38666319398065885;19.49264705882353;True;1;False;1;37078.4;31.0
4;;0.5230841024794213;17.454545454545453;True;1;False;1;100675.4;31.0
5;;0.2787524872466671;17.393939393939394;True;1;False;1;28471.899999999994;31.0
4;;0.5862192291934166;15.472727272727273;False;2;True;2;8707.2;31.0
4;;-0.4284586994168964;21.634615384615383;True;1;False;1;57467.9;31.0
4;;0.4670240441041542;15.720430107526882;True;1;False;1;36126.600000000006;31.0
4;;0.16520716780444467;17.5;True;1;False;1;19397.600000000002;31.0
5;;0.936436351680619;15.608695652173912;True;1;False;1;80679.7;31.0
4;;-0.4154897811872254;20.32;True;1;False;1;31401.899999999994;31.0
4;;-0.2995795126594368;20.963414634146343;True;1;False;1;38003.6;31.0
4;;0.2367918253698248;17.564356435643564;False;2;True;2;37433.4;31.0
4;;0.44082637643926065;15.893805309734514;True;1;False;1;30639.0;31.0
4;;-0.5568559007431375;20.48148148148148;False;2;True;2;27807.999999999993;31.0
4;;-0.4276412909797431;19.9625;True;1;False;1;37464.7;31.0
4;;0.20402415337867763;17.314285714285713;False;2;True;2;49944.100000000006;31.0
5;;0.6189271583294007;17.25423728813559;True;1;False;1;48931.29999999999;31.0
4;;-0.8186161497205853;24.0;True;1;False;1;25180.800000000007;31.0
4;;0.06684496245701727;19.4;True;1;False;1;39526.3;31.0
3;;0.2547759332380232;19.428571428571427;True;1;False;1;38635.2;31.0
3;;-0.24940496013430255;19.428571428571427;True;1;False;1;9986.299999999994;31.0
4;;0.34360185461303533;18.37037037037037;True;1;False;1;17213.5;31.0
4;;-0.34129660995815286;20.034782608695654;True;1;False;1;2831.0;31.0
4;;0.19287137673184085;18.86813186813187;True;1;False;1;10421.600000000006;31.0
3;;-0.6474455295792862;20.906976744186046;False;2;True;2;21498.199999999997;31.0
3;;-0.4599013611596676;20.14189189189189;True;1;False;1;22144.90000000001;31.0
4;;0.5530368236259188;15.495934959349594;True;1;False;1;21313.100000000006;31.0
4;;0.5306620423437133;18.0;True;1;False;1;59456.200000000004;31.0
6;;0.4809168715099507;15.493023255813954;False;2;True;2;79902.6;31.0
5;;1.1027446879774092;12.945454545454545;True;1;False;1;37416.700000000004;31.0
4;;0.2788982624989873;17.53488372093023;True;1;False;1;13759.400000000001;31.0
5;;-0.12825203869753463;18.928571428571427;True;1;False;1;51923.6;31.0
5;;1.1577873884143175;12.672727272727272;True;1;False;1;34595.3;31.0
4;;-0.21731648077111337;19.061643835616437;True;1;False;1;29245.2;31.0
4;;0.44795932899307606;14.470588235294118;True;1;False;1;28677.7;31.0
4;;0.3698252974625665;17.087912087912088;False;2;True;2;75158.7;31.0
4;;0.10987695540596393;16.862903225806452;True;1;False;1;32793.5;31.0
5;;0.20177920512113848;18.23015873015873;True;1;False;1;52768.2;31.0
4;;0.3301033104013527;16.4;True;1;False;1;17266.7;31.0
4;;-0.09518845809393996;17.137254901960784;True;1;False;1;65800.2;31.0
5;;0.6417340439953182;16.72093023255814;True;1;False;1;29108.899999999998;31.0
4;;-0.343618285538442;19.366197183098592;True;1;False;1;73874.1;31.0
4;;0.3052311627207067;16.628318584070797;False;2;True;2;43647.9;31.0
4;;0.22952656908208763;17.818181818181817;True;1;False;1;29035.1;31.0
4;;0.18472280552753875;16.641860465116277;True;1;False;1;76514.20000000001;31.0
3;;1.180069732745741;17.2;True;1;False;1;31277.6;31.0
4;;0.15903417629675165;18.33076923076923;False;2;True;2;39847.5;31.0
4;;0.6024756600177655;15.225806451612904;True;1;False;1;34235.5;31.0
3;;-0.08737749291703675;19.111888111888113;True;1;False;1;71242.6;31.0
4;;-0.06724507371543992;18.314814814814813;True;1;False;1;37619.3;31.0
4;;0.4614373804264446;14.8125;True;1;False;1;49297.19999999999;31.0
4;;-0.34525637163493594;19.696428571428573;True;1;False;1;57100.6;31.0
3;;-0.1550932672568985;17.8;False;2;True;2;26863.600000000006;31.0
3;;-0.0050076526990890735;17.105882352941176;False;2;True;2;24699.700000000008;31.0
4;;0.019669508876764517;17.713178294573645;True;1;False;1;48916.8;31.0
5;;-0.5170408872303557;21.22429906542056;True;1;False;1;43140.700000000004;31.0
4;;0.16418021201244004;16.3;True;1;False;1;59126.9;31.0
4;;0.8572384907045286;14.704545454545455;True;1;False;1;23199.599999999995;31.0
4;;-0.2667284493113332;20.454545454545453;True;1;False;1;21567.299999999996;31.0
4;;-0.14491432703090476;19.308641975308642;False;2;True;2;27476.300000000003;31.0
4;;0.252149941228783;16.995412844036696;False;2;True;2;71209.0;31.0
5;;0.7264450198286887;15.970414201183432;True;1;False;1;66284.8;31.0
5;;0.890917459527256;14.516949152542374;True;1;False;1;9641.7;31.0
4;;0.05193880944993718;16.49206349206349;True;1;False;1;22039.699999999993;31.0
3;;-0.48653171864514577;20.436893203883496;True;1;False;1;94720.4;31.0
4;;0.4676357556135953;15.098591549295774;True;1;False;1;66220.3;31.0
5;;0.6717277302516785;16.573333333333334;True;1;False;1;66463.79999999999;31.0
4;;0.11991264983447238;17.83221476510067;False;2;True;2;53222.5;31.0
5;;0.06234961711351537;18.4070796460177;True;1;False;1;39023.4;31.0
6;;0.47004416602677485;15.464088397790055;True;1;False;1;98236.8;31.0
3;;-0.09317388666289213;17.949367088607595;True;1;False;1;42629.7;31.0
3;;0.04386585502907343;18.5625;True;1;False;1;41338.6;31.0
5;;0.2971393158262395;16.532258064516128;True;1;False;1;27282.8;31.0
3;;-0.04624511750692362;18.69402985074627;False;2;True;2;28833.600000000002;31.0
4;;0.08643698488124812;18.397435897435898;True;1;False;1;38120.4;31.0
3;;0.1364252263022119;17.64;True;1;False;1;36627.3;31.0
5;;0.07251810424820217;18.526881720430108;True;1;False;1;66657.30000000002;31.0
3;;-0.2173592106612371;18.92079207920792;False;2;True;2;55494.9;31.0
5;;0.30264911106419085;16.69090909090909;True;1;False;1;13446.8;31.0
4;;0.22586380308134094;17.492424242424242;True;1;False;1;54222.100000000006;31.0
4;;0.7525647234924076;13.857142857142858;True;1;False;1;53389.0;31.0
3;;-1.3522265112139145;23.441176470588236;False;2;True;2;55172.2;31.0
3;;-0.38944510897694157;19.669811320754718;True;1;False;1;31303.300000000003;31.0
4;;0.33744926889289784;16.835616438356166;True;1;False;1;11584.899999999998;31.0
4;;0.007929654781783915;19.36263736263736;True;1;False;1;27373.499999999996;31.0
4;;-0.3369197821543794;21.011363636363637;True;1;False;1;16401.600000000013;31.0
5;;-0.20947706317350528;19.564102564102566;True;1;False;1;31772.1;31.0
5;;0.15241108570977446;18.023809523809526;True;1;False;1;28804.2;31.0
4;;0.4478880830595149;14.577777777777778;True;1;False;1;70038.59999999999;31.0
5;;0.18035879466424387;19.181818181818183;True;1;False;1;72564.09999999999;31.0
5;;0.33607458886909497;16.962264150943398;True;1;False;1;34015.3;31.0
6;;0.1113759221142631;17.819444444444443;True;1;False;1;45405.19999999999;31.0
4;;-0.0763655865690618;17.577319587628867;True;1;False;1;17273.30000000001;31.0
4;;-0.3508036425834912;19.023076923076925;True;1;False;1;67408.0;31.0
4;;0.4689065361601807;15.788235294117648;False;2;True;2;18696.5;31.0
5;;0.5820563972384928;19.46153846153846;True;1;False;1;52125.49999999999;31.0
4;;0.334907878848678;17.21212121212121;True;1;False;1;57504.3;31.0
5;;0.3803272759945606;16.24175824175824;False;2;True;2;56477.59999999999;31.0
4;;0.10388559086131652;18.308988764044944;False;2;True;2;62517.200000000004;31.0
4;;0.12690505761562396;17.272189349112427;True;1;False;1;43455.100000000006;31.0
4;;0.18368575437063872;17.37962962962963;True;1;False;1;36718.899999999994;31.0
5;;-0.10623810952179724;19.03448275862069;True;1;False;1;27706.0;31.0
3;;-0.08746104863833017;17.46153846153846;True;1;False;1;110482.59999999999;31.0
4;;0.6996246975503679;15.134328358208956;True;1;False;1;48603.40000000001;31.0
4;;0.4819050876695575;17.14814814814815;True;1;False;1;62119.3;31.0
3;;0.0753783555694889;19.166666666666668;False;2;True;2;18109.000000000004;31.0
3;;0.05171315457615939;17.80597014925373;True;1;False;1;39247.100000000006;31.0
3;;0.21058883272978407;17.01492537313433;True;1;False;1;38043.700000000004;31.0
4;;-0.21247892452775977;19.810344827586206;True;1;False;1;31061.5;31.0
3;;-0.6824326843804627;21.353982300884955;True;1;False;1;43364.30000000001;31.0
3;;-0.06480662531157476;20.77777777777778;True;1;False;1;92223.3;31.0
4;;-0.20602840896465308;19.82857142857143;True;1;False;1;13694.499999999996;31.0
4;;-0.6708369191418517;21.917355371900825;True;1;False;1;37168.3;31.0
4;;0.4472896856170215;16.724137931034484;True;1;False;1;16367.900000000012;31.0
5;;-0.2560000588434192;19.609375;True;1;False;1;37600.600000000006;31.0
4;;0.13755854211290533;16.76984126984127;True;1;False;1;59536.6;31.0
4;;0.14107381271655015;19.88372093023256;False;2;True;2;57951.3;31.0
5;;0.13447603604119987;18.124137931034483;True;1;False;1;49855.7;31.0
4;;0.2960715163974392;16.578512396694215;True;1;False;1;30634.3;31.0
5;;0.519724320402136;16.92156862745098;True;1;False;1;71878.79999999999;31.0
4;;-0.3431232262986557;19.1046511627907;False;2;True;2;30811.0;31.0
4;;0.23519778001946118;16.79310344827586;True;1;False;1;76508.5;31.0
3;;-0.28212304187140047;20.12121212121212;True;1;False;1;14866.8;31.0
6;;0.6231108340102968;15.345070422535212;True;1;False;1;57631.40000000001;31.0
3;;-0.43680540397866063;21.363636363636363;True;1;False;1;17621.2;31.0
5;;0.4260271242860686;16.389830508474578;True;1;False;1;48325.0;31.0
4;;-0.23963167551120274;18.947712418300654;True;1;False;1;47457.19999999999;31.0
3;;0.014129206315296853;17.767857142857142;True;1;False;1;30175.399999999998;31.0
3;;-1.033820709572842;22.126436781609197;True;1;False;1;41035.200000000004;31.0
4;;-0.6049287477345482;21.657894736842106;True;1;False;1;38449.299999999996;31.0
4;;0.21758331937924016;17.03846153846154;True;1;False;1;47956.600000000006;31.0
4;;-0.2701401980173328;19.883333333333333;True;1;False;1;19813.9;31.0
