,loan_id,loan_amount,loan_duration,loan_payments,loan_status,client_gender,account_frequency,region,ratio of urban inhabitants ,average salary ,criminal growth,unemploymant growth,enterpreuners ratio,age on loan,account age at loan,trans_type_count_credit,trans_type_mean_credit,trans_amount_mean,trans_amount_min,trans_amount_max,trans_amount_std,trans_amount_last,trans_balance_mean,trans_balance_min,trans_balance_max,trans_balance_std,trans_balance_last,negative_balance,months_until_bankrupt,ops_per_month
53,5409,182040,60,3034,1,1,monthly,south Bohemia,0.527,8402,0.0019444660496227735,0.8500000000000001,0.12,44,12,24,0.4067796610169492,656.7389830508473,-53500.0,61557.0,26231.609295302205,-3000.0,67475.90169491526,600.0,110447.5,21927.679528674224,38747.5,0,12,4.916666666666667
54,5413,92976,24,3874,1,1,weekly,west Bohemia,0.5920000000000001,8930,0.0024165416171340595,0.6800000000000002,0.108,25,19,50,0.45871559633027525,197.54036697247713,-45500.0,48996.0,17278.426735303314,-13386.0,50436.46605504587,300.0,122342.1,26490.316135252076,21531.8,0,5,5.7368421052631575
55,5414,185952,48,3874,1,0,monthly,north Bohemia,0.877,9675,-0.0010619949535277395,1.25,0.1,50,12,20,0.5882352941176471,2423.0911764705884,-57400.0,46725.0,20039.547224416445,35092.0,50113.194117647065,700.0,145318.2,31588.379961912357,82385.2,0,21,2.8333333333333335
56,5415,139464,36,3874,-1,0,monthly,north Moravia,0.564,8746,0.0004285078587242552,0.41000000000000014,0.09,38,13,19,0.6129032258064516,1343.974193548387,-23400.0,36854.0,14163.238445849118,-23400.0,31532.748387096777,300.0,65062.8,12989.781215090346,41662.8,0,10,2.3846153846153846
57,5418,347952,48,7249,1,1,monthly,west Bohemia,0.556,8843,0.0015312595703723148,0.7800000000000002,0.113,30,22,50,0.4166666666666667,479.55500000000006,-54600.0,49271.0,19447.141625048156,-5800.0,54157.19416666667,300.0,123013.2,23422.026500661654,57546.3,0,7,5.454545454545454
58,5429,20196,36,561,1,0,monthly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,25,17,34,0.3541666666666667,684.2145833333333,-24500.0,35469.0,13424.179678797036,-5742.0,52636.598958333336,200.0,77158.8,15288.688964738765,65684.6,0,117,5.647058823529412
59,5445,46320,24,1930,1,0,monthly,north Bohemia,0.847,8705,0.001562301441951905,1.8600000000000003,0.116,17,17,48,0.2696629213483146,132.3196629213483,-61600.0,49053.0,15515.980277787308,-11352.0,43657.81348314606,900.0,119892.5,20752.088935048898,26652.7,0,13,10.470588235294118
60,5449,99336,24,4139,1,1,monthly,north Moravia,0.5720000000000001,9893,0.00115360413899182,0.6299999999999999,0.096,15,11,24,0.46153846153846156,592.7730769230769,-11900.0,16866.0,6291.603155221278,130.2,27019.571153846155,300.0,46568.0,7892.721828749214,30838.7,0,7,4.7272727272727275
61,5450,199680,60,3328,1,0,monthly,east Bohemia,0.619,8363,0.0016905015394354445,0.9700000000000002,0.108,45,14,28,0.3783783783783784,269.24594594594606,-22637.0,29954.0,11145.596511039737,137.0,33658.61756756757,500.0,62238.8,11909.168772706618,19938.6,0,5,5.285714285714286
62,5452,49440,60,824,1,1,monthly,north Moravia,0.899,10177,0.0008059231850084271,1.12,0.081,29,15,31,0.2818181818181818,409.2881818181818,-20000.0,30378.0,9690.502464384619,-8000.0,47798.865454545456,300.0,74419.8,12804.463916870107,45021.6,0,54,7.333333333333333
63,5453,156672,36,4352,1,1,monthly,west Bohemia,0.369,8594,-0.0007581919190526737,0.3899999999999997,0.112,38,14,37,0.49333333333333335,310.2866666666667,-9000.0,10380.0,4448.2020854872735,80.2,22927.502666666667,500.0,41876.9,6686.145590252044,23286.1,0,5,5.357142857142857
64,5464,95808,12,7984,1,0,monthly,east Bohemia,0.763,9425,-0.0011986110939488676,0.78,0.125,54,14,40,0.4444444444444444,805.5611111111111,-57700.0,49008.0,22066.45907735857,26373.0,59701.78666666667,900.0,122452.2,24705.82136034003,72500.4,0,9,6.428571428571429
65,5470,200976,48,4187,1,0,monthly,south Moravia,0.43700000000000006,8403,0.0049124343257443085,-0.020000000000000462,0.105,41,7,17,0.4857142857142857,1355.1857142857143,-26600.0,37686.0,15562.094747213838,25124.0,47938.065714285716,600.0,83553.5,18916.939576271827,47431.4,0,11,5.0
66,5479,24516,12,2043,1,0,monthly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,35,11,31,0.4246575342465753,1077.482191780822,-59200.0,49536.0,24002.833071439152,290.4,55582.22602739726,200.0,125254.2,29534.218113303323,78670.8,0,38,6.636363636363637
67,5482,165120,60,2752,1,1,monthly,east Bohemia,0.705,8541,0.0028126973193272485,0.4600000000000004,0.131,45,20,50,0.43103448275862066,196.08103448275864,-6300.0,11210.0,4432.9949332136675,-1080.0,24377.37155172414,1100.0,37946.3,6878.836566414742,22745.4,0,8,5.8
68,5494,360000,48,7500,1,1,after-transaction,south Moravia,0.747,9624,-0.0011111167484360652,0.71,0.145,23,19,57,0.41911764705882354,476.21691176470586,-59500.0,73228.0,24743.35957066148,-34500.0,51149.655147058824,600.0,126072.0,26193.21138092937,64765.2,0,8,7.157894736842105
69,5495,89340,60,1489,1,1,monthly,south Moravia,0.519,8441,0.0033712028777238504,1.0300000000000002,0.115,24,9,20,0.45454545454545453,943.6954545454545,-8200.0,17313.0,6747.272780011627,-14.6,39644.76363636364,500.0,54020.1,10748.387757632041,41522.6,0,27,4.888888888888889
70,5519,91632,12,7636,1,1,monthly,east Bohemia,0.619,8363,0.0016905015394354445,0.9700000000000002,0.108,31,12,27,0.38571428571428573,472.3114285714286,-18300.0,26378.0,9484.374323408698,-6100.0,40976.94285714286,700.0,64577.8,10641.422753595749,33061.9,0,4,5.833333333333333
71,5523,93888,36,2608,1,1,after-transaction,south Moravia,0.505,8288,-0.0011790135586559245,0.7299999999999995,0.11,43,5,12,0.631578947368421,1827.1789473684212,-15500.0,15649.0,9929.780911121125,-12000.0,37510.494736842105,600.0,52378.2,14598.865783434976,34716.3,0,13,3.8
72,5533,111384,24,4641,1,0,monthly,central Bohemia,0.365,9622,0.0007139363010166982,0.13999999999999996,0.154,27,16,55,0.3618421052631579,344.2026315789474,-61700.0,49388.0,20818.629661712035,31759.0,65097.22434210526,500.0,141386.0,26285.863067554485,52318.9,0,11,9.5
73,5549,50460,60,841,1,1,monthly,central Bohemia,0.365,9622,0.0007139363010166982,0.13999999999999996,0.154,46,9,19,0.4418604651162791,965.8372093023256,-15000.0,22927.5,9363.894257275637,-600.0,37570.62790697674,800.0,51971.4,10371.123781863109,41531.0,0,49,4.777777777777778
74,5563,380160,60,6336,1,0,monthly,north Moravia,1.0,10673,-0.0013431315033809862,0.6900000000000004,0.1,46,19,47,0.43119266055045874,225.22660550458716,-62500.0,48887.0,23113.020728863998,-6100.0,64777.0752293578,1100.0,147375.1,27227.866078850297,24549.6,0,3,5.7368421052631575
75,5568,272520,60,4542,1,0,monthly,central Bohemia,0.467,10124,0.005494982841753182,-0.020000000000000018,0.141,54,11,34,0.40476190476190477,357.26428571428573,-56700.0,42400.0,16988.15057378243,1300.0,44602.64166666666,1100.0,121891.4,24196.754530887032,30009.9,0,6,7.636363636363637
76,5576,31248,12,2604,1,1,monthly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,55,19,51,0.425,449.3550000000001,-64100.0,47033.0,20724.01817110469,6268.0,64493.09916666667,1000.0,144715.3,28994.626431825105,53922.3,0,20,6.315789473684211
77,5586,48744,36,1354,1,1,monthly,north Moravia,0.535,8909,0.0008751556767309569,1.5499999999999998,0.113,32,4,11,0.7857142857142857,4492.2357142857145,-18600.0,28603.5,14694.440290364513,19069.0,42930.20714285714,900.0,62891.3,19512.790972253762,62891.3,0,46,3.5
78,5591,155616,48,3242,1,1,monthly,central Bohemia,0.467,10124,0.005494982841753182,-0.020000000000000018,0.141,37,8,16,0.5333333333333333,814.8999999999997,-21800.0,29176.0,13037.779913720768,-7500.0,39426.07,300.0,62153.6,13711.094458293303,24447.1,0,7,3.75
79,5593,277884,36,7719,-1,1,monthly,east Bohemia,0.53,8254,0.0015055962729390376,0.9699999999999998,0.097,15,23,46,0.39316239316239315,99.2649572649572,-53200.0,47031.0,16757.672993480737,8000.0,46487.002564102564,1000.0,129394.2,28041.875079726327,11614.0,0,1,5.086956521739131
80,5595,82896,12,6908,1,0,monthly,east Bohemia,0.608,8208,0.006117460527185043,0.3699999999999999,0.155,22,16,34,0.2698412698412698,381.6349206349206,-38600.0,62168.0,18620.095964755146,299.9,57141.73095238096,900.0,107680.9,24685.92139144404,64300.6,0,9,7.875
81,5599,15420,12,1285,1,1,monthly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,29,22,53,0.3509933774834437,211.04238410596028,-11840.0,13881.0,4745.065686801214,-800.0,24577.2,1000.0,41137.4,7049.350987979909,31867.2,0,24,6.863636363636363
82,5606,253512,36,7042,-1,1,weekly,south Moravia,0.621,8444,-0.0026637029144583957,0.22999999999999998,0.106,51,7,14,0.4827586206896552,459.25862068965506,-30200.0,40419.0,16876.95217746289,8900.0,37095.84482758621,300.0,111044.2,24704.38501837544,13318.4,0,1,4.142857142857143
83,5610,123216,48,2567,1,1,monthly,north Bohemia,0.598,8965,0.001968503937007874,1.1500000000000004,0.104,18,18,48,0.375,606.10078125,-59200.0,48959.0,19763.543127582816,-3400.0,70622.83359375,700.0,138433.7,28089.524636349874,77580.8,0,30,7.111111111111111
84,5611,321180,60,5353,1,0,monthly,south Bohemia,0.748,10045,-0.0017390227705052733,0.29000000000000004,0.135,60,8,17,0.4473684210526316,978.5131578947369,-34000.0,48180.0,19459.252277018073,-14723.0,40524.46315789474,700.0,90257.3,21716.75025029622,37183.5,0,6,4.75
85,5624,177744,48,3703,-1,0,monthly,south Moravia,0.621,8444,-0.0026637029144583957,0.22999999999999998,0.106,22,17,36,0.37894736842105264,149.79578947368424,-26000.0,45056.0,10974.649715933025,11400.0,26746.525263157895,-2485.5,89733.5,21147.08070284783,14230.7,1,3,5.588235294117647
86,5625,222180,60,3703,-1,0,monthly,west Bohemia,0.556,8843,0.0015312595703723148,0.7800000000000002,0.113,57,13,28,0.4745762711864407,1009.8135593220338,-52600.0,44352.0,18212.754146736515,-6900.0,55230.44406779661,800.0,130659.1,26510.559286203963,59578.8,0,16,4.538461538461538
87,5635,77184,36,2144,1,1,monthly,Prague,1.0,12541,0.01114566294286997,0.14,0.167,41,19,36,0.4675324675324675,291.5064935064934,-63600.0,48447.0,23733.68396052293,-600.0,50722.27012987013,200.0,142917.9,30287.214667670312,22446.0,0,10,4.052631578947368
88,5657,4980,12,415,1,1,monthly,south Moravia,0.505,8288,-0.0011790135586559245,0.7299999999999995,0.11,41,8,19,0.41304347826086957,489.13913043478254,-16000.0,15528.0,6254.1181477124255,800.0,30533.371739130438,800.0,41106.2,8705.183539928967,22500.3,0,54,5.75
89,5693,44088,24,1837,1,1,monthly,central Bohemia,0.5529999999999999,8899,-0.006146734854445318,0.5800000000000001,0.149,44,8,17,0.53125,1386.515625,-18000.0,24304.5,9992.09503580639,-14.6,36548.81875,1000.0,55576.8,11906.808161813045,44368.6,0,24,4.0
90,5706,161496,36,4486,1,0,weekly,north Moravia,0.626,8994,-0.0020519896339144354,0.9900000000000002,0.11,24,21,52,0.4,225.93461538461537,-64900.0,42094.0,12757.963094364417,1600.0,33219.9,500.0,113865.5,19260.546243938243,29371.5,0,6,6.190476190476191
91,5713,158760,60,2646,1,0,monthly,east Bohemia,0.59,9060,0.0007852574251155721,0.6599999999999999,0.124,17,22,55,0.3313253012048193,115.5566265060241,-17200.0,23810.0,7537.530722815004,-2900.0,24908.761445783133,900.0,59898.4,8944.715311238842,19182.3,0,7,7.545454545454546
92,5723,23628,12,1969,1,0,monthly,north Bohemia,0.598,8965,0.001968503937007874,1.1500000000000004,0.104,40,18,49,0.44545454545454544,582.6945454545455,-35200.0,43694.0,14969.32153670113,-35200.0,47420.84181818181,1000.0,140228.7,27950.21068970953,64096.3,0,32,6.111111111111111
