disp_id;client_id;account_id;account_owner
389;389;319;True
390;390;320;True
391;391;321;True
392;392;322;True
393;393;322;False
394;394;323;True
395;395;323;False
396;396;324;True
397;397;325;True
398;398;326;True
399;399;327;True
400;400;328;True
401;401;328;False
402;402;329;True
403;403;330;True
404;404;330;False
405;405;331;True
406;406;332;True
407;407;333;True
408;408;334;True
409;409;335;True
410;410;336;True
411;411;337;True
412;412;337;False
413;413;338;True
414;414;339;True
415;415;339;False
416;416;340;True
417;417;340;False
418;418;341;True
419;419;342;True
420;420;343;True
421;421;344;True
422;422;345;True
423;423;346;True
424;424;347;True
425;425;348;True
426;426;349;True
427;427;349;False
428;428;350;True
429;429;351;True
430;430;352;True
431;431;353;True
432;432;354;True
433;433;355;True
434;434;356;True
435;435;357;True
436;436;358;True
437;437;359;True
438;438;360;True
439;439;361;True
440;440;362;True
441;441;363;True
442;442;364;True
443;443;364;False
444;444;365;True
445;445;366;True
446;446;366;False
447;447;367;True
448;448;368;True
450;450;370;True
451;451;371;True
452;452;372;True
453;453;373;True
454;454;374;True
455;455;375;True
456;456;376;True
457;457;377;True
458;458;378;True
459;459;379;True
461;461;381;True
462;462;382;True
463;463;383;True
464;464;384;True
465;465;385;True
466;466;386;True
467;467;386;False
468;468;387;True
469;469;388;True
470;470;389;True
471;471;390;True
472;472;391;True
473;473;392;True
474;474;393;True
476;476;395;True
477;477;395;False
478;478;396;True
479;479;397;True
480;480;397;False
481;481;398;True
482;482;398;False
483;483;399;True
484;484;400;True
485;485;401;True
486;486;402;True
487;487;403;True
488;488;403;False
489;489;404;True
490;490;405;True
491;491;406;True
492;492;407;True
493;493;408;True
494;494;409;True
495;495;410;True
496;496;411;True
497;497;412;True
498;498;412;False
499;499;413;True
500;500;414;True
501;501;415;True
502;502;416;True
503;503;417;True
504;504;418;True
505;505;419;True
506;506;420;True
507;507;421;True
508;508;422;True
509;509;423;True
510;510;424;True
511;511;425;True
512;512;426;True
513;513;427;True
514;514;427;False
515;515;428;True
516;516;428;False
517;517;429;True
518;518;430;True
519;519;431;True
520;520;432;True
521;521;433;True
522;522;434;True
523;523;435;True
524;524;436;True
525;525;436;False
526;526;437;True
527;527;437;False
528;528;438;True
529;529;439;True
530;530;440;True
531;531;441;True
532;532;441;False
533;533;442;True
534;534;443;True
535;535;444;True
536;536;445;True
537;537;446;True
538;538;447;True
540;540;449;True
541;541;449;False
542;542;450;True
543;543;451;True
544;544;452;True
545;545;453;True
546;546;454;True
547;547;455;True
548;548;456;True
550;550;458;True
551;551;459;True
552;552;460;True
553;553;460;False
554;554;461;True
555;555;461;False
556;556;462;True
557;557;463;True
558;558;464;True
559;559;465;True
560;560;466;True
561;561;467;True
562;562;468;True
563;563;469;True
564;564;469;False
565;565;470;True
566;566;471;True
567;567;471;False
568;568;472;True
569;569;473;True
570;570;474;True
571;571;475;True
572;572;475;False
573;573;476;True
574;574;477;True
575;575;478;True
576;576;478;False
577;577;479;True
578;578;480;True
579;579;481;True
581;581;483;True
582;582;484;True
583;583;485;True
584;584;486;True
585;585;487;True
586;586;487;False
587;587;488;True
588;588;489;True
589;589;490;True
590;590;491;True
591;591;492;True
592;592;493;True
593;593;494;True
596;596;496;True
597;597;497;True
598;598;498;True
599;599;498;False
601;601;500;True
602;602;500;False
603;603;501;True
604;604;502;True
605;605;503;True
606;606;504;True
607;607;505;True
608;608;506;True
609;609;507;True
610;610;508;True
611;611;509;True
612;612;509;False
613;613;510;True
614;614;511;True
615;615;512;True
616;616;513;True
617;617;514;True
618;618;515;True
619;619;516;True
620;620;516;False
621;621;517;True
622;622;518;True
623;623;519;True
624;624;519;False
625;625;520;True
626;626;521;True
627;627;522;True
628;628;522;False
629;629;523;True
630;630;524;True
631;631;525;True
632;632;526;True
633;633;526;False
635;635;528;True
636;636;528;False
637;637;529;True
638;638;530;True
639;639;531;True
640;640;532;True
641;641;533;True
642;642;533;False
643;643;534;True
644;644;535;True
645;645;536;True
646;646;537;True
647;647;537;False
648;648;538;True
649;649;539;True
651;651;540;True
652;652;541;True
653;653;542;True
654;654;543;True
655;655;544;True
656;656;545;True
657;657;546;True
658;658;546;False
659;659;547;True
660;660;548;True
661;661;548;False
662;662;549;True
663;663;550;True
664;664;551;True
665;665;552;True
666;666;553;True
667;667;554;True
668;668;555;True
669;669;556;True
670;670;557;True
671;671;558;True
672;672;559;True
673;673;560;True
674;674;561;True
675;675;562;True
676;676;563;True
677;677;564;True
678;678;565;True
679;679;566;True
680;680;566;False
681;681;567;True
682;682;568;True
683;683;569;True
684;684;570;True
685;685;571;True
686;686;572;True
687;687;572;False
688;688;573;True
689;689;574;True
690;690;575;True
691;691;575;False
692;692;576;True
693;693;576;False
694;694;577;True
695;695;578;True
696;696;578;False
697;697;579;True
698;698;580;True
699;699;581;True
700;700;582;True
702;702;584;True
703;703;585;True
704;704;586;True
705;705;587;True
706;706;588;True
707;707;589;True
708;708;590;True
709;709;591;True
710;710;592;True
711;711;593;True
712;712;594;True
713;713;595;True
714;714;596;True
715;715;597;True
716;716;598;True
717;717;599;True
718;718;599;False
719;719;600;True
720;720;601;True
721;721;602;True
722;722;603;True
723;723;604;True
724;724;605;True
725;725;606;True
726;726;607;True
727;727;608;True
728;728;608;False
729;729;609;True
730;730;609;False
731;731;610;True
732;732;610;False
733;733;611;True
734;734;611;False
735;735;612;True
736;736;612;False
737;737;613;True
738;738;614;True
739;739;615;True
740;740;616;True
741;741;617;True
742;742;618;True
743;743;619;True
744;744;620;True
745;745;621;True
746;746;621;False
747;747;622;True
748;748;623;True
749;749;623;False
750;750;624;True
751;751;625;True
752;752;626;True
753;753;626;False
754;754;627;True
755;755;628;True
756;756;629;True
757;757;630;True
758;758;631;True
759;759;632;True
760;760;633;True
762;762;635;True
763;763;636;True
764;764;637;True
765;765;638;True
766;766;639;True
767;767;639;False
768;768;640;True
769;769;641;True
772;772;643;True
773;773;644;True
774;774;645;True
775;775;646;True
776;776;647;True
777;777;647;False
778;778;648;True
779;779;649;True
780;780;650;True
781;781;651;True
782;782;652;True
783;783;653;True
784;784;653;False
785;785;654;True
786;786;655;True
787;787;656;True
788;788;657;True
789;789;658;True
790;790;659;True
791;791;660;True
793;793;662;True
794;794;662;False
796;796;664;True
797;797;665;True
798;798;666;True
799;799;666;False
803;803;669;True
804;804;669;False
806;806;671;True
807;807;672;True
808;808;673;True
809;809;674;True
810;810;675;True
811;811;675;False
812;812;676;True
813;813;677;True
814;814;678;True
815;815;679;True
816;816;680;True
818;818;682;True
819;819;683;True
820;820;683;False
821;821;684;True
822;822;685;True
823;823;686;True
824;824;687;True
825;825;688;True
826;826;689;True
827;827;690;True
828;828;690;False
829;829;691;True
830;830;692;True
831;831;693;True
832;832;694;True
833;833;695;True
834;834;696;True
835;835;697;True
836;836;697;False
837;837;698;True
838;838;698;False
839;839;699;True
840;840;700;True
841;841;701;True
842;842;702;True
843;843;703;True
844;844;704;True
845;845;704;False
846;846;705;True
847;847;706;True
849;849;708;True
850;850;709;True
851;851;710;True
852;852;710;False
853;853;711;True
854;854;712;True
855;855;713;True
856;856;714;True
857;857;715;True
858;858;716;True
859;859;717;True
860;860;717;False
861;861;718;True
862;862;719;True
863;863;720;True
864;864;721;True
865;865;721;False
866;866;722;True
870;870;725;True
871;871;726;True
872;872;727;True
873;873;728;True
874;874;729;True
875;875;729;False
876;876;730;True
877;877;731;True
878;878;731;False
879;879;732;True
880;880;733;True
881;881;734;True
882;882;735;True
883;883;736;True
884;884;736;False
885;885;737;True
886;886;738;True
887;887;739;True
888;888;740;True
889;889;741;True
890;890;742;True
891;891;743;True
892;892;744;True
893;893;745;True
894;894;746;True
895;895;747;True
896;896;748;True
897;897;748;False
898;898;749;True
899;899;749;False
900;900;750;True
901;901;751;True
902;902;752;True
903;903;753;True
904;904;754;True
905;905;755;True
906;906;756;True
907;907;757;True
908;908;758;True
909;909;759;True
910;910;760;True
911;911;761;True
912;912;762;True
913;913;763;True
914;914;764;True
915;915;765;True
916;916;766;True
917;917;767;True
918;918;768;True
921;921;770;True
922;922;771;True
923;923;771;False
924;924;772;True
925;925;773;True
926;926;774;True
927;927;775;True
928;928;776;True
929;929;777;True
930;930;778;True
931;931;779;True
932;932;780;True
933;933;781;True
934;934;781;False
935;935;782;True
936;936;782;False
937;937;783;True
938;938;784;True
939;939;785;True
940;940;786;True
941;941;787;True
942;942;788;True
943;943;788;False
944;944;789;True
945;945;789;False
946;946;790;True
948;948;791;True
949;949;792;True
950;950;793;True
951;951;793;False
952;952;794;True
953;953;795;True
954;954;796;True
955;955;797;True
956;956;798;True
957;957;799;True
958;958;799;False
959;959;800;True
960;960;801;True
961;961;802;True
962;962;803;True
963;963;804;True
964;964;805;True
965;965;806;True
966;966;806;False
967;967;807;True
968;968;808;True
970;970;809;True
971;971;810;True
972;972;810;False
973;973;811;True
974;974;811;False
975;975;812;True
976;976;813;True
977;977;814;True
978;978;815;True
979;979;815;False
980;980;816;True
981;981;817;True
984;984;819;True
985;985;819;False
986;986;820;True
987;987;821;True
988;988;822;True
989;989;822;False
990;990;823;True
991;991;824;True
992;992;825;True
993;993;826;True
994;994;827;True
995;995;827;False
996;996;828;True
997;997;829;True
998;998;829;False
999;999;830;True
1000;1000;830;False
1001;1001;831;True
1002;1002;832;True
1003;1003;833;True
1004;1004;834;True
1006;1006;836;True
1007;1007;836;False
1008;1008;837;True
1009;1009;838;True
1010;1010;838;False
1011;1011;839;True
1012;1012;840;True
1013;1013;840;False
1014;1014;841;True
1015;1015;842;True
1016;1016;842;False
1017;1017;843;True
1018;1018;844;True
1019;1019;845;True
1020;1020;846;True
1021;1021;847;True
1022;1022;848;True
1023;1023;849;True
1024;1024;850;True
1025;1025;851;True
1026;1026;852;True
1027;1027;853;True
1028;1028;853;False
1029;1029;854;True
1030;1030;855;True
1031;1031;856;True
1032;1032;857;True
1033;1033;857;False
1034;1034;858;True
1035;1035;859;True
1036;1036;859;False
1037;1037;860;True
1038;1038;861;True
1039;1039;862;True
1040;1040;863;True
1041;1041;864;True
1042;1042;865;True
1043;1043;865;False
1044;1044;866;True
1045;1045;867;True
1046;1046;868;True
1047;1047;869;True
1048;1048;870;True
1049;1049;871;True
1050;1050;872;True
1051;1051;873;True
1052;1052;874;True
1053;1053;874;False
1054;1054;875;True
1055;1055;876;True
1056;1056;877;True
1057;1057;878;True
1058;1058;879;True
1059;1059;880;True
1060;1060;880;False
1062;1062;882;True
1063;1063;882;False
1064;1064;883;True
1065;1065;884;True
1066;1066;885;True
1067;1067;886;True
1068;1068;887;True
1069;1069;888;True
1070;1070;888;False
1071;1071;889;True
1072;1072;890;True
1073;1073;891;True
1074;1074;891;False
1075;1075;892;True
1076;1076;893;True
1077;1077;894;True
1078;1078;895;True
1079;1079;896;True
1080;1080;897;True
1081;1081;898;True
1082;1082;899;True
1083;1083;900;True
1084;1084;900;False
1085;1085;901;True
1086;1086;902;True
1087;1087;902;False
1088;1088;903;True
1089;1089;904;True
1090;1090;905;True
1091;1091;906;True
1092;1092;907;True
1093;1093;908;True
1094;1094;909;True
1095;1095;909;False
1096;1096;910;True
1097;1097;910;False
1098;1098;911;True
1099;1099;912;True
1100;1100;913;True
1101;1101;914;True
1102;1102;915;True
1103;1103;916;True
1104;1104;916;False
1105;1105;917;True
1106;1106;917;False
1107;1107;918;True
1108;1108;919;True
1109;1109;920;True
1110;1110;921;True
1111;1111;922;True
1112;1112;923;True
1113;1113;924;True
1114;1114;925;True
1115;1115;926;True
1116;1116;927;True
1117;1117;928;True
1118;1118;928;False
1119;1119;929;True
1120;1120;930;True
1121;1121;931;True
1122;1122;932;True
1123;1123;932;False
1124;1124;933;True
1125;1125;934;True
1126;1126;934;False
1127;1127;935;True
1128;1128;936;True
1129;1129;937;True
1130;1130;938;True
1131;1131;939;True
1132;1132;939;False
1133;1133;940;True
1134;1134;940;False
1135;1135;941;True
1136;1136;942;True
1137;1137;943;True
1138;1138;944;True
1139;1139;944;False
1140;1140;945;True
1141;1141;946;True
1142;1142;947;True
1143;1143;947;False
1145;1145;949;True
1146;1146;950;True
1147;1147;951;True
1148;1148;952;True
1149;1149;953;True
1150;1150;954;True
1151;1151;955;True
1152;1152;956;True
1153;1153;957;True
1154;1154;958;True
1155;1155;958;False
1156;1156;959;True
1157;1157;960;True
1158;1158;961;True
1159;1159;962;True
1160;1160;962;False
1161;1161;963;True
1162;1162;964;True
1163;1163;965;True
1164;1164;966;True
1165;1165;967;True
1166;1166;968;True
1167;1167;968;False
1168;1168;969;True
1169;1169;970;True
1170;1170;971;True
1171;1171;972;True
1172;1172;973;True
1173;1173;973;False
1174;1174;974;True
1175;1175;975;True
1176;1176;975;False
1177;1177;976;True
1178;1178;977;True
1179;1179;978;True
1180;1180;979;True
1181;1181;980;True
1182;1182;981;True
1183;1183;982;True
1186;1186;984;True
1187;1187;985;True
1188;1188;985;False
1189;1189;986;True
1190;1190;987;True
1191;1191;987;False
1192;1192;988;True
1193;1193;989;True
1194;1194;990;True
1195;1195;991;True
1196;1196;992;True
1197;1197;993;True
1198;1198;994;True
1199;1199;995;True
1200;1200;996;True
1201;1201;997;True
1202;1202;998;True
1204;1204;1000;True
1206;1206;1002;True
1207;1207;1003;True
1208;1208;1004;True
1209;1209;1005;True
1210;1210;1006;True
1211;1211;1007;True
1212;1212;1008;True
1213;1213;1009;True
1214;1214;1010;True
1215;1215;1011;True
1216;1216;1012;True
1217;1217;1013;True
1218;1218;1014;True
1219;1219;1015;True
1220;1220;1016;True
1221;1221;1017;True
1222;1222;1018;True
1223;1223;1019;True
1224;1224;1020;True
1225;1225;1021;True
1226;1226;1022;True
1227;1227;1022;False
1228;1228;1023;True
1229;1229;1024;True
1231;1231;1026;True
1232;1232;1026;False
1233;1233;1027;True
1234;1234;1028;True
1235;1235;1028;False
1236;1236;1029;True
1237;1237;1030;True
1238;1238;1031;True
1239;1239;1032;True
1240;1240;1033;True
1241;1241;1034;True
1242;1242;1035;True
1243;1243;1036;True
1244;1244;1037;True
1245;1245;1038;True
1246;1246;1039;True
1247;1247;1039;False
1248;1248;1040;True
1250;1250;1042;True
1251;1251;1043;True
1252;1252;1043;False
1253;1253;1044;True
1254;1254;1045;True
1255;1255;1046;True
1256;1256;1047;True
1257;1257;1048;True
1258;1258;1048;False
1259;1259;1049;True
1260;1260;1050;True
1261;1261;1050;False
1262;1262;1051;True
1263;1263;1051;False
1264;1264;1052;True
1265;1265;1053;True
1266;1266;1054;True
1267;1267;1055;True
1268;1268;1055;False
1269;1269;1056;True
1270;1270;1057;True
1271;1271;1058;True
1272;1272;1059;True
1273;1273;1060;True
1274;1274;1061;True
1275;1275;1062;True
1276;1276;1063;True
1277;1277;1064;True
1278;1278;1065;True
1279;1279;1066;True
1280;1280;1067;True
1281;1281;1067;False
1282;1282;1068;True
1283;1283;1069;True
1284;1284;1069;False
1285;1285;1070;True
1286;1286;1071;True
1287;1287;1072;True
1288;1288;1073;True
1289;1289;1074;True
1290;1290;1075;True
1291;1291;1076;True
1292;1292;1077;True
1293;1293;1078;True
1294;1294;1078;False
1295;1295;1079;True
1296;1296;1080;True
1297;1297;1081;True
1298;1298;1081;False
1299;1299;1082;True
1300;1300;1083;True
1303;1303;1085;True
1304;1304;1086;True
1305;1305;1087;True
1306;1306;1088;True
1307;1307;1089;True
1308;1308;1090;True
1309;1309;1091;True
1310;1310;1092;True
1311;1311;1093;True
1312;1312;1094;True
1313;1313;1095;True
1314;1314;1095;False
1315;1315;1096;True
1316;1316;1097;True
1317;1317;1097;False
1318;1318;1098;True
1321;1321;1100;True
1322;1322;1101;True
1323;1323;1102;True
1324;1324;1103;True
1325;1325;1104;True
1326;1326;1105;True
1327;1327;1106;True
1328;1328;1107;True
1329;1329;1108;True
1330;1330;1109;True
1331;1331;1110;True
1332;1332;1111;True
1333;1333;1112;True
1334;1334;1113;True
1335;1335;1114;True
1336;1336;1114;False
1337;1337;1115;True
1338;1338;1115;False
1339;1339;1116;True
1340;1340;1117;True
1341;1341;1118;True
1343;1343;1120;True
1344;1344;1120;False
1345;1345;1121;True
1346;1346;1122;True
1347;1347;1123;True
1348;1348;1123;False
1349;1349;1124;True
1350;1350;1125;True
1351;1351;1125;False
1352;1352;1126;True
1353;1353;1127;True
1354;1354;1128;True
1355;1355;1129;True
1356;1356;1130;True
1359;1359;1132;True
1360;1360;1132;False
1361;1361;1133;True
1362;1362;1133;False
1363;1363;1134;True
1364;1364;1135;True
1365;1365;1135;False
1366;1366;1136;True
1367;1367;1137;True
1368;1368;1137;False
1369;1369;1138;True
1370;1370;1139;True
1371;1371;1140;True
1372;1372;1141;True
1373;1373;1142;True
1375;1375;1144;True
1376;1376;1145;True
1377;1377;1145;False
1378;1378;1146;True
1379;1379;1146;False
1380;1380;1147;True
1382;1382;1149;True
1383;1383;1150;True
1384;1384;1151;True
1385;1385;1152;True
1386;1386;1152;False
1387;1387;1153;True
1388;1388;1154;True
1389;1389;1155;True
1390;1390;1156;True
1391;1391;1157;True
1392;1392;1158;True
1393;1393;1158;False
1394;1394;1159;True
1395;1395;1159;False
1396;1396;1160;True
1397;1397;1161;True
1401;1401;1164;True
1402;1402;1165;True
1403;1403;1165;False
1404;1404;1166;True
1406;1406;1168;True
1407;1407;1168;False
1408;1408;1169;True
1409;1409;1170;True
1410;1410;1171;True
1411;1411;1171;False
1412;1412;1172;True
1413;1413;1173;True
1414;1414;1174;True
1416;1416;1176;True
1417;1417;1177;True
1418;1418;1178;True
1419;1419;1179;True
1420;1420;1179;False
1421;1421;1180;True
1422;1422;1181;True
1423;1423;1181;False
1424;1424;1182;True
1425;1425;1183;True
1426;1426;1183;False
1427;1427;1184;True
1428;1428;1185;True
1429;1429;1185;False
1430;1430;1186;True
1431;1431;1187;True
1432;1432;1188;True
1433;1433;1189;True
1434;1434;1189;False
1435;1435;1190;True
1438;1438;1192;True
1439;1439;1193;True
1440;1440;1194;True
1441;1441;1195;True
1442;1442;1195;False
1443;1443;1196;True
1444;1444;1196;False
1445;1445;1197;True
1446;1446;1198;True
1447;1447;1198;False
1448;1448;1199;True
1449;1449;1200;True
1450;1450;1201;True
1452;1452;1203;True
1453;1453;1204;True
1454;1454;1205;True
1455;1455;1205;False
1456;1456;1206;True
1457;1457;1206;False
1458;1458;1207;True
1459;1459;1208;True
1460;1460;1209;True
1461;1461;1210;True
1462;1462;1211;True
1463;1463;1212;True
1464;1464;1213;True
1465;1465;1213;False
1466;1466;1214;True
1467;1467;1215;True
1468;1468;1216;True
1469;1469;1217;True
1470;1470;1218;True
1471;1471;1218;False
1472;1472;1219;True
1473;1473;1220;True
1474;1474;1221;True
1475;1475;1222;True
1476;1476;1223;True
1478;1478;1225;True
1479;1479;1226;True
1480;1480;1227;True
1481;1481;1228;True
1482;1482;1229;True
1483;1483;1230;True
1484;1484;1230;False
1485;1485;1231;True
1486;1486;1231;False
1487;1487;1232;True
1488;1488;1233;True
1489;1489;1234;True
1490;1490;1235;True
1491;1491;1236;True
1492;1492;1237;True
1493;1493;1238;True
1494;1494;1238;False
1495;1495;1239;True
1496;1496;1240;True
1497;1497;1241;True
1498;1498;1241;False
1499;1499;1242;True
1500;1500;1243;True
1501;1501;1244;True
1502;1502;1245;True
1503;1503;1246;True
1504;1504;1246;False
1505;1505;1247;True
1506;1506;1248;True
1507;1507;1248;False
1508;1508;1249;True
1509;1509;1250;True
1510;1510;1251;True
1511;1511;1252;True
1512;1512;1253;True
1513;1513;1254;True
1514;1514;1255;True
1516;1516;1256;True
1517;1517;1257;True
1518;1518;1258;True
1519;1519;1258;False
1520;1520;1259;True
1521;1521;1260;True
1522;1522;1261;True
1523;1523;1262;True
1524;1524;1263;True
1525;1525;1264;True
1526;1526;1264;False
1527;1527;1265;True
1528;1528;1266;True
1529;1529;1267;True
1530;1530;1268;True
1531;1531;1269;True
1532;1532;1269;False
1533;1533;1270;True
1534;1534;1271;True
1535;1535;1272;True
1536;1536;1273;True
1537;1537;1274;True
1539;1539;1275;True
1540;1540;1276;True
1541;1541;1276;False
1542;1542;1277;True
1543;1543;1277;False
1546;1546;1279;True
1547;1547;1279;False
1548;1548;1280;True
1549;1549;1280;False
1550;1550;1281;True
1554;1554;1284;True
1555;1555;1285;True
1556;1556;1286;True
1557;1557;1287;True
1558;1558;1288;True
1559;1559;1289;True
1561;1561;1291;True
1562;1562;1291;False
1563;1563;1292;True
1564;1564;1293;True
1565;1565;1294;True
1566;1566;1295;True
1567;1567;1296;True
1568;1568;1296;False
1569;1569;1297;True
1570;1570;1297;False
1571;1571;1298;True
1572;1572;1299;True
1574;1574;1301;True
1575;1575;1302;True
1576;1576;1302;False
1577;1577;1303;True
1578;1578;1304;True
1579;1579;1305;True
1580;1580;1306;True
1581;1581;1307;True
1582;1582;1308;True
1583;1583;1309;True
1584;1584;1310;True
1585;1585;1311;True
1586;1586;1311;False
1587;1587;1312;True
1588;1588;1313;True
1589;1589;1314;True
1590;1590;1315;True
1591;1591;1316;True
1592;1592;1317;True
1593;1593;1317;False
1594;1594;1318;True
1595;1595;1319;True
1596;1596;1320;True
1597;1597;1321;True
1598;1598;1322;True
1599;1599;1323;True
1600;1600;1323;False
1601;1601;1324;True
1602;1602;1324;False
1603;1603;1325;True
1604;1604;1325;False
1605;1605;1326;True
1606;1606;1327;True
1607;1607;1328;True
1608;1608;1329;True
1609;1609;1329;False
1610;1610;1330;True
1611;1611;1331;True
1612;1612;1331;False
1613;1613;1332;True
1614;1614;1333;True
1615;1615;1334;True
1616;1616;1335;True
1617;1617;1336;True
1618;1618;1337;True
1619;1619;1338;True
1620;1620;1338;False
1621;1621;1339;True
1622;1622;1340;True
1623;1623;1341;True
1624;1624;1342;True
1625;1625;1342;False
1628;1628;1344;True
1629;1629;1345;True
1630;1630;1345;False
1631;1631;1346;True
1632;1632;1347;True
1633;1633;1348;True
1634;1634;1348;False
1635;1635;1349;True
