account.NUM_UNIQUE(transaction.trans_operation);loan_status;account.SKEW(transaction.trans_day);account.MEAN(transaction.trans_day);account.SUM(disp.client.district.MIN(account.account_year));account.MODE(disp.client.MODE(disp.type)) = DISPONENT;account.MODE(disp.client.MODE(disp.type)) = OWNER;account.SUM(disp.client.district.MEAN(client.NUM_UNIQUE(disp.type)));account.NUM_UNIQUE(disp.type);account.SUM(disp.client.district.NUM_UNIQUE(account.disp.type));account.MODE(disp.type) = DISPONENT;account.COUNT(disp);account.SUM(disp.client.district.MAX(client.COUNT(disp)));account.SUM(disp.client.district.MAX(client.NUM_UNIQUE(disp.type)));account.SUM(disp.client.district.NUM_UNIQUE(client.WEEKDAY(client_birth_number)));account.SUM(disp.client.district.NUM_UNIQUE(client.MODE(disp.type)));account.SUM(disp.client.district.MIN(client.NUM_UNIQUE(disp.type)));account.SUM(disp.client.district.MIN(client.COUNT(disp)));account.MODE(disp.type) = OWNER;account.NUM_UNIQUE(disp.client.MODE(disp.type));account.SUM(disp.client.district.MEAN(client.COUNT(disp)));account.SUM(disp.client.NUM_UNIQUE(disp.type));account.SUM(disp.client.district.MAX(account.account_year));account.SUM(disp.client.COUNT(disp));account.SUM(disp.client.district.NUM_UNIQUE(client.disp.type));account.SUM(disp.client.district.MAX(client.client_gender));account.NUM_UNIQUE(disp.client.YEAR(client_birth_number));account.NUM_UNIQUE(disp.client.DAY(client_birth_number));account.NUM_UNIQUE(disp.client.MONTH(client_birth_number));account.SUM(disp.client.district.MAX(client.client_age));account.SUM(disp.client.district.MAX(account.account_frequency));account.NUM_UNIQUE(disp.client.WEEKDAY(client_birth_number))
0.6000000000000001;1;0.7576291560439792;0.3949227950798222;0.9999999999999999;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.0;1.0;0.875;1.0;1.0
0.6000000000000001;1;0.7501904498049164;0.4926350407134359;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.4000000000000001;0;0.5682987752563023;0.53192881444648;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0703125;0.0;0.0
0.6000000000000001;1;0.7708992016504829;0.18698604663976093;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.4000000000000001;1;0.5895194404742798;0.6169990032686108;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.3333333333333333;0.0
0.6000000000000001;1;0.6142550628537075;0.4368714248326915;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0859375;0.3333333333333333;0.0
0.8;1;0.9979886483079268;0.13739858675739336;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0703125;0.3333333333333333;0.0
0.8;1;0.5584076201625401;0.7074335117183623;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1171875;0.3333333333333333;0.0
0.4000000000000001;1;0.7085042218019257;0.5862339701648784;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.4000000000000001;0;0.6504266657444848;0.44889227723222924;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.3333333333333333;0.0
0.8;1;0.5645823721412917;0.5602809037773708;0.9999999999999999;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.0;1.0;0.96875;1.0;1.0
0.8;1;0.5630707326719653;0.5602809037773708;0.9999999999999999;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.0;1.0;0.96875;1.0;1.0
0.4000000000000001;1;0.46458715166841413;0.684357892397099;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1171875;0.3333333333333333;0.0
0.4000000000000001;1;0.6490497037643985;0.4636125136441105;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.4000000000000001;1;0.7723259272733912;0.2925935618947919;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1328125;0.3333333333333333;0.0
0.6000000000000001;1;0.6173688365055208;0.5271823178130428;0.9999999999999999;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.0;1.0;0.859375;1.0;1.0
0.6000000000000001;1;0.7873766415030622;0.2512431300706621;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0703125;0.3333333333333333;0.0
0.8;1;0.697420143669943;0.4515251970106722;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.6000000000000001;0;0.6532912836499145;0.35106740942909487;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0546875;0.3333333333333333;0.0
0.4000000000000001;1;0.9482174412360177;0.270626144988223;0.9999999999999999;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0.6000000000000001;1;0.661333237965839;0.3809688087364087;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.4000000000000001;1;0.9029470250275253;0.20806071708976703;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.6000000000000001;1;0.7684219753172632;0.27575055146371574;0.9999999999999999;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.0;1.0;0.890625;1.0;1.0
0.6000000000000001;1;0.6400660259006875;0.406961528395708;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.109375;0.3333333333333333;0.0
0.4000000000000001;1;0.611411400959001;0.5097367395008252;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.3333333333333333;0.0
0.8;1;0.5607897894236956;0.571403646514874;0.9999999999999999;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.0;1.0;0.875;1.0;1.0
0.6000000000000001;1;0.5828659577984829;0.5244409549565268;0.9999999999999999;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.0;1.0;0.734375;1.0;1.0
0.4000000000000001;1;0.5663988666348293;0.4656070418849132;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0703125;0.3333333333333333;0.0
0.4000000000000001;1;0.6150902125167373;0.40151196419520363;0.9999999999999999;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.0;1.0;0.84375;1.0;0.0
0.8;1;0.7674820772432271;0.4559389838112686;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.6000000000000001;1;0.6053748839959737;0.5686003536298121;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.3333333333333333;0.0
0.4000000000000001;0;0.0889649803851662;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0703125;0.3333333333333333;0.0
0.6000000000000001;1;0.671255542390891;0.49418368544071334;0.9999999999999999;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.3333333333333333;1.0
0.4000000000000001;1;0.5372134949975671;0.49111534261657463;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.6000000000000001;1;0.7125180443378509;0.42024842469752177;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.6000000000000001;1;0.6630304780014066;0.3780797846487456;0.9999999999999999;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.0;1.0;0.9375;1.0;1.0
0.6000000000000001;1;0.7783391641945553;0.1541581945926358;0.9999999999999999;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.0;1.0;0.96875;1.0;1.0
0.8;1;0.7522207029713569;0.3805487890805872;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.4000000000000001;1;0.7402070795967651;0.21942011392806826;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0703125;0.3333333333333333;0.0
0.4000000000000001;0;0.47986852000948516;0.6287621041612144;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0703125;0.3333333333333333;0.0
0.4000000000000001;1;0.7475855288260178;0.36317788607765045;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0703125;0.3333333333333333;0.0
0.6000000000000001;1;0.8090985449541299;0.2601477074702703;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0703125;0.3333333333333333;0.0
0.6000000000000001;1;0.6919116003456655;0.4193928291023292;0.9999999999999999;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.0;1.0;0.890625;1.0;0.0
0.6000000000000001;1;0.6839820927601923;0.330541742999215;0.9999999999999999;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.0;0.0;0.875;1.0;1.0
0.8;1;0.6731082048624539;0.3868190825139266;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.4000000000000001;1;0.6704648688453709;0.35187308093523195;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.046875;0.3333333333333333;0.0
0.4000000000000001;1;0.49555032905441543;0.6488973095310939;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.6000000000000001;1;0.7692720405056903;0.18915205443601157;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.6000000000000001;0;0.4406475985199173;0.7682424876876592;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.3333333333333333;0.0
0.4000000000000001;1;0.49973641360761933;0.7019104946349122;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0703125;0.3333333333333333;0.0
0.4000000000000001;1;0.7184427202496517;0.34752279910615447;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0859375;0.3333333333333333;0.0
0.4000000000000001;1;0.1961267324506369;0.9354880921224809;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1171875;0.3333333333333333;0.0
0.6000000000000001;0;0.7454489242951059;0.4088356495548686;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.3333333333333333;0.0
0.8;1;0.7613801777771202;0.5533493394626947;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0703125;0.3333333333333333;0.0
0.6000000000000001;1;0.5649199571398048;0.47070096495597324;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.8;1;0.8523032149432324;0.20011590084869335;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.6000000000000001;1;0.6288089246273485;0.4350524800617088;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.6000000000000001;1;0.8533585419348365;0.15147980838159825;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.4000000000000001;0;0.630377552675166;0.4036675721286176;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.046875;0.3333333333333333;0.0
0.6000000000000001;1;0.6072831764979514;0.4082700863648261;0.9999999999999999;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.9999999999999999;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.3333333333333333;0.0
0.6000000000000001;1;0.6138687711652949;0.45121354528179514;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.046875;0.3333333333333333;0.0
0.6000000000000001;1;0.7457940381730142;0.34618966178341215;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.6000000000000001;0;0.627163926115904;0.44546745551975486;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0703125;0.3333333333333333;0.0
0.6000000000000001;1;0.6766329300158314;0.40490925762399765;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.109375;0.3333333333333333;0.0
0.4000000000000001;0;0.669521848564592;0.4051418149699031;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.3333333333333333;0.0
0.8;1;0.6564612108232298;0.4259592675859154;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1171875;0.3333333333333333;0.0
0.6000000000000001;1;0.8019420643623316;0.09948156179509238;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09375;0.3333333333333333;0.0
0.6000000000000001;0;0.6262748034737183;0.4809829418726832;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0703125;0.3333333333333333;0.0
0.6000000000000001;1;0.7276680035853231;0.35919916252289985;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.078125;0.3333333333333333;0.0
0.6000000000000001;1;0.7522619204851637;0.3075111227427374;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0703125;0.3333333333333333;0.0
0.6000000000000001;1;0.5586612174063391;0.5257540565297043;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1171875;0.3333333333333333;0.0
0.4000000000000001;1;0.3665574801157165;0.7753205967024339;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1015625;0.3333333333333333;0.0
0.6000000000000001;1;0.611730649979749;0.5113018085648564;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1171875;0.3333333333333333;0.0
