account_district_id;account_frequency;account_year;COUNT(client);MAX(client.birth_year);MAX(client.client_age);MAX(client.client_gender);MEAN(client.birth_year);MEAN(client.client_age);MEAN(client.client_gender);MIN(client.birth_year);MIN(client.client_age);MIN(client.client_gender);MODE(client.type);NUM_UNIQUE(client.type);SKEW(client.birth_year);SKEW(client.client_age);SKEW(client.client_gender);STD(client.birth_year);STD(client.client_age);STD(client.client_gender);SUM(client.birth_year);SUM(client.client_age);SUM(client.client_gender);COUNT(loan);MAX(loan.loan_amount);MAX(loan.loan_duration);MAX(loan.loan_payments);MAX(loan.loan_status);MAX(loan.loan_year);MEAN(loan.loan_amount);MEAN(loan.loan_duration);MEAN(loan.loan_payments);MEAN(loan.loan_status);MEAN(loan.loan_year);MIN(loan.loan_amount);MIN(loan.loan_duration);MIN(loan.loan_payments);MIN(loan.loan_status);MIN(loan.loan_year);SKEW(loan.loan_amount);SKEW(loan.loan_duration);SKEW(loan.loan_payments);SKEW(loan.loan_status);SKEW(loan.loan_year);STD(loan.loan_amount);STD(loan.loan_duration);STD(loan.loan_payments);STD(loan.loan_status);STD(loan.loan_year);SUM(loan.loan_amount);SUM(loan.loan_duration);SUM(loan.loan_payments);SUM(loan.loan_status);SUM(loan.loan_year);COUNT(transaction);MAX(transaction.trans_amount);MAX(transaction.trans_balance);MAX(transaction.trans_day);MAX(transaction.trans_month);MAX(transaction.trans_year);MEAN(transaction.trans_amount);MEAN(transaction.trans_balance);MEAN(transaction.trans_day);MEAN(transaction.trans_month);MEAN(transaction.trans_year);MIN(transaction.trans_amount);MIN(transaction.trans_balance);MIN(transaction.trans_day);MIN(transaction.trans_month);MIN(transaction.trans_year);MODE(transaction.trans_operation);MODE(transaction.trans_type);NUM_UNIQUE(transaction.trans_operation);NUM_UNIQUE(transaction.trans_type);SKEW(transaction.trans_amount);SKEW(transaction.trans_balance);SKEW(transaction.trans_day);SKEW(transaction.trans_month);SKEW(transaction.trans_year);STD(transaction.trans_amount);STD(transaction.trans_balance);STD(transaction.trans_day);STD(transaction.trans_month);STD(transaction.trans_year);SUM(transaction.trans_amount);SUM(transaction.trans_balance);SUM(transaction.trans_day);SUM(transaction.trans_month);SUM(transaction.trans_year);DAY(account_date);MONTH(account_date);WEEKDAY(account_date);YEAR(account_date)
48;1;1993;2;1975.0;52.0;1.0;1972.5;49.5;0.5;1970.0;47.0;0.0;DISPONENT;2;;;;3.5355339059327378;3.5355339059327378;0.7071067811865476;3945.0;99.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;399;20950.0;51964.3;31.0;12.0;1996.0;73.3110275689223;25957.626817042605;16.13533834586466;6.506265664160401;1994.6140350877192;-31840.0;1000.0;1.0;1.0;1993.0;remittance to another bank;withdrawal;4;2;0.9267353782990502;0.5570747650941498;0.45107885956082366;-0.06117706874801966;-0.11171982262779324;6514.678618079559;7319.445609464369;9.84052381063358;3.5357948278885765;1.085029934408883;29251.1;10357093.1;6438.0;2596.0;795851.0;3;1;6;1993
70;1;1993;1;1940.0;82.0;1.0;1940.0;82.0;1.0;1940.0;82.0;1.0;OWNER;1;;;;;;;1940.0;82.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;277;14200.0;49650.1;31.0;12.0;1996.0;171.50938628158843;31444.037184115525;19.51985559566787;6.324909747292419;1994.595667870036;-20000.0;700.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;2;0.048406816941211156;-0.26825858885417125;-0.1414454486422295;0.0012529103044791891;-0.11037399321110304;4642.445239121826;8654.003327853732;9.927114967263888;3.6508675377308353;1.081321657497192;47508.1;8709998.3;5407.0;1752.0;552503.0;4;1;0;1993
19;1;1993;1;1928.0;94.0;1.0;1928.0;94.0;1.0;1928.0;94.0;1.0;OWNER;1;;;;;;;1928.0;94.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;236;6434.0;33244.0;31.0;12.0;1996.0;120.6885593220339;22609.792796610167;19.360169491525422;6.343220338983051;1994.5677966101696;-14550.0;800.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.20880753840185548;-0.6326407537750283;-0.03220020588485348;-0.002339563296437989;-0.04268173949789417;3740.5438871788556;5306.558697317455;10.287440306327749;3.6467409831317403;1.0756794077435705;28482.5;5335911.1;4569.0;1497.0;470718.0;4;1;0;1993
62;1;1993;1;1918.0;104.0;1.0;1918.0;104.0;1.0;1918.0;104.0;1.0;OWNER;1;;;;;;;1918.0;104.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;238;5123.0;31351.9;31.0;12.0;1996.0;66.35966386554621;22068.678151260505;17.735294117647058;6.436974789915967;1994.6008403361345;-7150.0;800.0;2.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.653421471776869;-1.0513445353061797;0.02708562856834625;-0.03646845511705124;-0.08543130781522404;2877.4182011877365;4185.704286904525;11.616284860649845;3.6736917484531695;1.0967536137021134;15793.599999999999;5252345.4;4221.0;1532.0;474715.0;4;1;0;1993
6;0;1993;1;1965.0;57.0;0.0;1965.0;57.0;0.0;1965.0;57.0;0.0;OWNER;1;;;;;;;1965.0;57.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;386;49112.0;136472.2;31.0;12.0;1996.0;142.8015544041451;45338.21917098446;17.26683937823834;6.424870466321243;1994.538860103627;-58900.0;300.0;1.0;1.0;1993.0;remittance to another bank;withdrawal;4;3;0.9158545330623842;0.7435805535540495;0.1438073671161821;0.031246641247403593;-0.03270334249398172;14135.471729449835;26005.06192004046;10.517951944243059;3.4657212826699526;1.195138527476268;55121.4;17500552.6;6665.0;2480.0;769892.0;4;1;0;1993
21;1;1993;1;1963.0;59.0;0.0;1963.0;59.0;0.0;1963.0;59.0;0.0;OWNER;1;;;;;;;1963.0;59.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;265;20776.0;74038.0;31.0;12.0;1996.0;206.24452830188682;42671.14264150944;19.279245283018867;6.7018867924528305;1994.5509433962263;-23040.0;700.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;2;0.8514112263425977;0.06812882541553707;-0.07325828180648841;-0.08632116478411622;-0.053015435670824035;7937.149743800334;10875.471535598914;10.141300169367554;3.4594233714440166;1.10021048976292;54654.8;11307852.8;5109.0;1776.0;528556.0;5;1;1;1993
70;1;1993;1;1925.0;97.0;0.0;1925.0;97.0;0.0;1925.0;97.0;0.0;OWNER;1;;;;;;;1925.0;97.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;271;4470.0;22859.5;31.0;12.0;1996.0;51.12656826568264;7418.750184501845;22.70110701107011;6.343173431734317;1994.5830258302583;-14450.0;-2725.6;1.0;1.0;1993.0;withdrawal in cash;credit;4;2;-0.12317236325923925;0.42038118799300134;-0.6677861269993138;-0.026736254650769842;-0.07355972756262046;2495.9650055185066;4501.942691688775;9.502979974703585;3.662161308242418;1.0782048160051563;13855.299999999996;2010481.3;6152.0;1719.0;540532.0;5;1;1;1993
44;1;1993;1;1978.0;44.0;0.0;1978.0;44.0;0.0;1978.0;44.0;0.0;OWNER;1;;;;;;;1978.0;44.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;211;3242.0;37947.0;31.0;12.0;1996.0;158.72369668246444;25343.091943127965;18.9478672985782;6.781990521327014;1994.5545023696682;-6840.0;500.0;5.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.26930784335146235;-0.5806287964922846;0.028211874235851853;-0.08603529164672609;-0.06395885050534651;1940.6564648046751;7497.1844773876555;10.968879471418077;3.503720175267481;1.1000502645414556;33490.7;5347392.4;3998.0;1431.0;420851.0;6;1;2;1993
37;1;1993;2;1957.0;66.0;1.0;1956.5;65.5;0.5;1956.0;65.0;0.0;DISPONENT;2;;;;0.7071067811865476;0.7071067811865476;0.7071067811865476;3913.0;131.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;310;8500.0;32623.8;31.0;12.0;1996.0;52.31064516129033;21398.976129032257;16.822580645161292;6.429032258064516;1994.6225806451612;-5640.0;700.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;2;0.7362540350863224;-0.5271848313812139;0.23359012528010603;-0.032173583353933964;-0.136644955098649;2668.7974678466508;4385.107974294868;10.764204423857283;3.575328400367873;1.0925489561707902;16216.300000000003;6633682.6;5215.0;1993.0;618333.0;6;1;2;1993
10;1;1993;1;1943.0;79.0;1.0;1943.0;79.0;1.0;1943.0;79.0;1.0;OWNER;1;;;;;;;1943.0;79.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;269;16105.5;43835.9;31.0;12.0;1996.0;118.69405204460965;29812.452044609665;19.434944237918216;6.356877323420075;1994.6022304832713;-22720.0;900.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;2;0.7694506160328527;-0.30738954177601846;-0.08892284271421809;0.009055214192307726;-0.09716596010997527;6186.392496888759;6536.286643250047;9.782735234700578;3.6700379115491075;1.0831798504730692;31928.699999999997;8019549.6;5228.0;1710.0;536548.0;7;1;3;1993
41;1;1993;1;1971.0;51.0;0.0;1971.0;51.0;0.0;1971.0;51.0;0.0;OWNER;1;;;;;;;1971.0;51.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;257;49703.0;147236.6;31.0;12.0;1996.0;208.47159533073932;63550.103112840465;20.859922178988327;6.346303501945525;1994.6498054474707;-61400.0;500.0;1.0;1.0;1993.0;withdrawal in cash;credit;3;3;0.23600474508362976;0.7124495077405099;-0.5683985073457407;0.029382579782085763;-0.06108073517695433;21710.235518763187;29630.510204397102;9.808509777556432;3.5576606320940387;0.9110486966270263;53577.200000000004;16332376.5;5361.0;1631.0;512625.0;7;1;3;1993
36;1;1993;2;1937.0;89.0;1.0;1935.0;87.0;0.5;1933.0;85.0;0.0;DISPONENT;2;;;;2.8284271247461903;2.8284271247461903;0.7071067811865476;3870.0;174.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;359;10600.0;47373.6;31.0;12.0;1996.0;105.77604456824513;28817.731197771587;15.676880222841225;6.3983286908078;1994.5905292479108;-10880.0;400.0;1.0;1.0;1993.0;remittance to another bank;withdrawal;4;2;1.0703815994698733;-0.3628494752742713;0.46815121779921204;-0.01715218770718795;-0.08737908495610505;3429.195431531546;5572.0321492038665;10.447864461412639;3.541469803924283;1.0764204587572734;37973.6;10345565.5;5628.0;2297.0;716058.0;7;1;3;1993
1;1;1993;1;1926.0;96.0;1.0;1926.0;96.0;1.0;1926.0;96.0;1.0;OWNER;1;;;;;;;1926.0;96.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;282;5718.0;32423.0;31.0;12.0;1996.0;98.96524822695035;21018.571276595743;17.79787234042553;6.336879432624113;1994.6170212765958;-9000.0;500.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.9350406558493631;-0.406334384637619;0.2384442618702656;0.00831975839107785;-0.10728646706741882;2815.1219814657743;4533.211382868649;10.127914759646373;3.601599315518023;1.0748471676059068;27908.199999999997;5927237.1;5019.0;1787.0;562482.0;8;1;4;1993
26;1;1993;2;1928.0;96.0;1.0;1927.0;95.0;0.5;1926.0;94.0;0.0;DISPONENT;2;;;;1.4142135623730951;1.4142135623730951;0.7071067811865476;3854.0;190.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;278;4356.0;45094.9;31.0;12.0;1996.0;120.5863309352518;31728.460431654676;16.744604316546763;6.658273381294964;1994.6690647482014;-5000.0;300.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.9838484716214826;-0.871693982815132;0.33797757827786357;-0.13294266350401346;-0.14818939401076175;2115.265562957555;6640.322610726807;10.643698989647332;3.6570173734065285;1.060539262110942;33523.0;8820512.0;4655.0;1851.0;554518.0;8;1;4;1993
55;1;1993;1;1921.0;101.0;0.0;1921.0;101.0;0.0;1921.0;101.0;0.0;OWNER;1;;;;;;;1921.0;101.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;224;5859.0;39283.8;31.0;12.0;1996.0;124.22410714285716;24884.81428571429;17.584821428571427;6.450892857142857;1994.642857142857;-13450.0;300.0;2.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.30463224055174776;-0.24824700922981294;0.15294948687339432;-0.03265170163366504;-0.1073664735510837;3424.0737976295936;6062.989959414117;11.294744282119119;3.678479300140631;1.0618297335674034;27826.200000000004;5574198.4;3939.0;1445.0;446800.0;8;1;4;1993
1;1;1993;1;1921.0;101.0;0.0;1921.0;101.0;0.0;1921.0;101.0;0.0;OWNER;1;;;;;;;1921.0;101.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;231;6238.0;37751.2;31.0;12.0;1996.0;88.68095238095238;25916.314285714285;17.58874458874459;6.857142857142857;1994.6363636363637;-14200.0;1100.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.33809839464004443;-0.7005263085018691;0.009607265202503448;-0.11948993243358673;-0.1312359040967322;3590.1010915621314;5191.394623707191;11.895912841397827;3.4730551105967558;1.0621032158446306;20485.3;5986668.6;4063.0;1584.0;460761.0;8;1;4;1993
7;2;1993;1;1950.0;72.0;1.0;1950.0;72.0;1.0;1950.0;72.0;1.0;OWNER;1;;;;;;;1950.0;72.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;254;49284.0;130208.8;31.0;12.0;1996.0;124.85236220472447;51021.29094488189;20.901574803149607;6.535433070866142;1994.4251968503936;-63700.0;600.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;3;3;0.2645586941291068;1.072817894224793;-0.5900627449177421;-0.07546939982990007;0.129086162718023;17486.55726566862;24893.78012337826;10.50964912748851;3.631864416490732;1.1106362171958633;31712.500000000015;12959407.9;5309.0;1660.0;506584.0;8;1;4;1993
68;1;1993;1;1963.0;59.0;0.0;1963.0;59.0;0.0;1963.0;59.0;0.0;OWNER;1;;;;;;;1963.0;59.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;300;49614.0;176243.2;31.0;12.0;1996.0;89.78266666666666;53424.58433333333;19.813333333333333;6.51;1994.3866666666668;-63500.0;300.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;3;0.15974497788273;1.3520012541196336;-0.3442061529912018;-0.04703394817280564;0.18791562301261142;17924.12717364566;26078.760645347236;10.0782136407957;3.5635510829887425;1.036373059899911;26934.799999999996;16027375.3;5944.0;1953.0;598316.0;8;1;4;1993
54;1;1993;1;1924.0;97.0;0.0;1924.0;97.0;0.0;1924.0;97.0;0.0;OWNER;1;;;;;;;1924.0;97.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;233;6007.0;34845.9;31.0;12.0;1996.0;78.88927038626608;24212.848068669526;20.15450643776824;6.802575107296137;1994.5965665236051;-14750.0;600.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.1503346448162205;-0.7414595911452707;-0.05461657440032296;-0.10620543251711677;-0.0908683349539807;3553.414859415818;5255.696488229353;9.67364838822287;3.4944034411048297;1.0987399782190017;18381.199999999997;5641593.6;4696.0;1585.0;464741.0;8;1;4;1993
41;1;1993;1;1952.0;70.0;0.0;1952.0;70.0;0.0;1952.0;70.0;0.0;OWNER;1;;;;;;;1952.0;70.0;0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;311;23871.0;69970.4;31.0;12.0;1996.0;181.97556270096462;39620.24083601286;18.906752411575564;6.736334405144695;1994.556270096463;-30880.0;800.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;4;2;0.9673250081465855;0.11073309534722893;0.1455064309531609;-0.09296149671531426;-0.05488222058307099;8355.443453700202;11402.488934570574;9.212945979039267;3.441857816608343;1.0906719936725482;56594.399999999994;12321894.9;5880.0;2095.0;620307.0;8;1;4;1993
38;1;1993;1;1922.0;100.0;1.0;1922.0;100.0;1.0;1922.0;100.0;1.0;OWNER;1;;;;;;;1922.0;100.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;218;5039.0;34392.7;31.0;12.0;1996.0;134.0816513761468;21261.994036697248;17.56422018348624;6.36697247706422;1994.6559633027523;-12150.0;400.0;2.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.2717475267059028;-0.1509286852981279;0.12823527150327038;-0.025571825532894853;-0.14164329392508743;2976.222620125479;5548.44669413107;11.488243021894064;3.71113792642047;1.0499006924871275;29229.800000000003;4635114.7;3829.0;1388.0;434835.0;8;1;4;1993
1;1;1993;1;1918.0;104.0;1.0;1918.0;104.0;1.0;1918.0;104.0;1.0;OWNER;1;;;;;;;1918.0;104.0;1.0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;243;6689.0;56108.7;31.0;12.0;1996.0;191.8255144032922;32600.361728395063;18.810699588477366;6.748971193415638;1994.6008230452676;-11550.0;900.0;1.0;1.0;1993.0;withdrawal in cash;withdrawal;5;2;0.469810772095781;0.33631996512106405;-0.07202377258532147;-0.08417295781712676;-0.1023639068904456;3635.9477080435736;8731.522373455693;10.839416169562968;3.4853217850648672;1.072341678370107;46613.600000000006;7921887.9;4571.0;1640.0;484688.0;9;1;5;1993
